,dynasty,author,content,title,keywords
76470,Song,项安世,野外篱边烂漫香|晚风孤影弄霓裳|飞花满地无人管|却趁春泥上燕梁,闰月二十一日作落梅花 其二,篱边 飞花 晚风 霓裳
76477,Ming,陆深,高槐细柳俨成行|远水遥山护草堂|一片浮云飏空碧|半分寒气酿春光,春日杂兴二十七首 其十三,浮云 远水 春光 草堂
76484,Ming,黄佐,嘉会楼前谁主宾|老树挟风鸣向人|坐槎仙客不可见|江水滔滔劳问津,嘉会楼二首 其一,江水 问津 老树 滔滔
76492,Song,郑清之,试向清池放小鲜|洋洋圉圉忽攸然|校人真个知鱼乐|杀活机锋总是禅,南坡口号十八首 其九,鱼乐 放 清池 洋洋
76500,Yuan,黄公望,营丘自是浪仙流|写得空山一段秋|古木千章施锦绣|风光都属幔亭收,李营丘真迹次俞紫芝韵,空山 锦绣 幔亭 风光
76518,Song,释守卓,打破乾坤渠即我|包衾覆载我非渠|渠渠我我教谁识|当体玄玄祇自如,即来言和答公任侍郎 其二,乾坤 谁识 教 打破
76521,Ming,吴与弼,道上行人系客心|灯花忽喜照更深|寒衾睡稳归怀好|今日良朋定盍簪,晚起,灯花 客心 系 行人
76530,Song,华岳,不带冠儿不插花|过门佯把扇儿遮|嗔人贪数天边雁|失记回头唤吃茶,新市杂咏 其六,过门 插花 回头 天边
76531,Song,郑獬,楚江云暖冻未得|雪粒飘来著地稀|恰似小园寒食后|梨花零乱雨中飞,雨雪杂下 其二,梨花 雨中 小园 寒食
76532,Ming,湛若水,我得无言送则之|中思元只是无思|一条正正堂堂路|掉臂安行更不疑,作首尾三叠送朱则之还郴阳兼似诸同志 其二,疑 送 堂堂 掉臂
76539,Song,释子益,山行百折路重重|到顶回头眼界空|但觉衲衣冰样冷|不知身在瑞云峰,题瑞云峰,重重 眼界 山行 回头
76546,Ming,刘崧,东望瑶峰紫翠交|群公坐镇足吟嘲|按行轻骑如飞鸟|日过云山第几坳,奉次杨主簿军中感怀四首寄康山长宗武 其一,云山 东望 飞鸟 紫翠
76557,Ming,陈守一,柳畔花边醉复醒|乾坤消息不曾停|明朝莫道春归去|芳草窗前照旧青,送春 其二,明朝 芳草 消息 乾坤
76597,Tang,张籍,刘君久被时抛掷|老向城中作选人|昨日街西相近住|每来存问老夫身,答刘竞,城中 抛掷 住 昨日
76607,Song,邹浩,等闲来棹钓鱼船|鸥鹭相忘亦自然|多事修鳞跃波底|一齐鸣翼上青天,湖上 其一,青天 鸥鹭 多事 钓鱼
76608,Ming,纪坤,老矣重来作此游|春波依旧绿如油|颓垣三尺苔痕古|认得徐娘卖酒楼,卫河泛舟,酒楼 春波 苔痕 颓垣
76613,Song,释绍昙,灿发心灯耿夜台|一花开了一花开|普光明殿重重见|端的传从七佛来,贤首灯侍者求无尽,夜台 花开 心灯 重重
76615,Ming,顾璘,旧摘黄花半已稀|重来相对莫言归|瓷罂绿酒深如海|判取新霜点客衣,再过仲木舍对菊四首 其一,黄花 客衣 新霜 绿酒
76618,Song,魏了翁,行李营营遍八荒|曲车炙骑趁春忙|莞然独笑无人管|寒蕙墙东蜀海棠,李微之 闻其弟贯之 西归以诗迓之刘左史 和韵属余同赋 其三,营营 海棠 墙东 行李
76622,Song,朱松,客路归来芳节阑|杖藜随处小盘桓|危红数点藏深绿|须作春风烂熳看,春晚二首 其二,烂熳 盘桓 杖藜 客路
76632,Yuan,钱惟善,万花碎剪玉团团|晴雪飞香夜不寒|恰似玉人相对立|酒樽移月近前看,粉团花下夜饮,玉人 酒樽 团团 晴雪
76644,Song,刘跂,寒沙如雪水如蓝|歌啸中流响半岩|秖恐骊龙惊睡觉|呼风吹浪溅春衫,又泛西溪诗十首 其七,睡觉 春衫 寒沙 中流
76647,Song,汪元量,恰到杨村旧马头|北风吹雨便成秋|呜呜鬼物败人兴|掩却篷窗且睡休,湖州歌九十八首 其六十七,北风 吹雨 马头 篷窗
76659,Song,周燮,西出州城五里馀|大云仙洞最清虚|近来选得禅师住|是处精蓝尽不如,大云洞,精蓝 仙洞 清虚 州城
76663,Song,曹勋,大参宴客有遗址|栋宇半攲荆棘中|一日青红丽云表|因知雅量自相同,送曾谹父还朝十首 其四,云表 荆棘 栋宇 青红
76667,Song,韩淲,雪残山润眩朝晴|涧溜融澌渐有声|最是梅花先后发|倚风乘日艳精明,雪后看梅,梅花 艳 倚风 发
76675,Yuan,黄镇成,岁久携家住白云|春风行乐任天真|颓然醉貌衣冠古|应是鹿门山下人,题牛背醉归图 其二,行乐 天真 白云 衣冠
76687,Jin,张翰,昨日龙泉已自奇|一峰寒翠压檐低|兼并未似平州馆|屋上层峦屋下溪,奉使高丽过平州馆,龙泉 寒翠 层峦 昨日
76697,Ming,王鏊,胜事春来日日忙|梅花才褪杏花香|莫愁此后芳菲少|又报东风到海棠,春日山行三首 其二,梅花 海棠 芳菲 胜事
76706,Ming,屈大均,鸳鸯不向此溪游|岂有鸳鸯得白头|溪水不将浓泪去|泪红长似落花浮,夫溪曲 其二,溪水 白头 落花 鸳鸯
76717,Ming,王鏊,五月炎熇炽若焚|西来一夜雨翻盆|欲知远近欢多少|白满陂塘绿满村,久旱喜雨,远近 欲知 陂塘 绿满
76720,Song,黄庭坚,省郎潦倒今何处|败壁风生霜竹枝|满世□□专翰墨|谁为真赏拂蛛丝,铜官僧舍得尚书郎赵宗闵墨竹一枝笔势妙天下为作小诗二首 其一,蛛丝 翰墨 潦倒 竹枝
76723,Ming,王世贞,一曲清商露未收|坐间枚叟泪潜偷|那堪花萼楼头色|半入池塘梦里愁,高唐王席上有怀齐东故王,梦里 楼头 花萼 池塘
76728,Ming,吴兆,铁瓮寒潮冻不流|云阳风雪旅人愁|客心不与年争急|且缓归程一日舟,残腊阻雪云阳客舍,客心 寒潮 风雪 归程
76731,Jin,王元粹,好风吹袖觉凉生|雨后东溪水面平|无数荷莲看正好|却嫌波底乱蛙鸣,东楼雨中七诗 其六,好风 东溪 水面 觉
76733,Ming,罗亨信,汗血曾收野战功|沙场千里疾如风|只今老去无筋力|卧向斜阳碧草中,瘦马,碧草 沙场 筋力 斜阳
76739,Song,林希逸,郊迎犹待一番风|主相那能不愧容|纵道东还心事白|更须定洛乞明农,田园杂兴 其三,白 乞 心事 东还
76745,Ming,顾清,路转河桥客欲辞|黯然东望一沾衣|来时记得停舆处|茅屋垂杨映酒旗,淑人迁柩至祖送还书感八首 其四,垂杨 沾衣 河桥 茅屋
76761,Ming,江源,骑马玉屏山下过|万松交翠鸟争呼|石桥水洞今犹在|借问主人还有无,玉屏山在蔚州西北六十里，金李纨甫自号玉屏山主,石桥 借问 主人 骑马
76764,Ming,胡奎,去年腊前不见雪|今年子月见飞花|凭谁说向林和靖|莫把梅花擅作家,看雪,梅花 飞花 去年 作家
76765,Ming,张弼,白鹤城中沸市声|谁知帘下有君平|张骞懒问支机石|得得频来讲易经,失题十二首 其九,白鹤 市声 城中 谁知
76766,Song,赵蕃,识字谁令胜烂奚|自应无褐更无衣|宵安亦念明朝计|儿报屋檐生早晖,初寒无衾买纸被以纾急作四绝 其四,明朝 计 识字 衣
76768,Yuan,杨允孚,宫人两两凭阑干|又喜新除内监宽|金线蹙花靴样小|免教罗袜步轻寒,滦京杂咏一百首 其五十三,宫人 罗袜 阑干 轻寒
76770,Song,李弥逊,小雨丝丝欲网春|落花狼藉近黄昏|车尘不到张罗地|宿鸟声中自掩门,次韵春日即事,落花 声中 丝丝 黄昏
76782,Song,周紫芝,南北交欢万国宁|不将黔首比金缯|时人未会新盟意|要与思陵作中兴,时宰生日诗三十绝 其十八,南北 中兴 作 意
76783,Ming,袁敬所,藜杖芒鞋白布裘|山中甲子自春秋|呼儿点检门前柳|莫遣飞花过石头,题渊明五柳图诗,飞花 春秋 甲子 石头
76786,Song,胡寅,竹杖轻坚野服宽|岁寒应得见苍官|世情无限残霜叶|昨日青青今日丹,和奇父壁间留题,世情 青青 岁寒 霜叶
76788,Song,王十朋,城纵是金非愿得|田虽有石尚堪耕|欲随秋雁荡中去|却向杜鹃啼处行,昨日饭金城观今日饭石田驿,耕 行 杜鹃 秋雁
76789,Song,喻良能,玲珑怪石巧相扶|奇绝无人作画图|要是飞来嫡孙行|恨君生不近西湖,石扶山,西湖 玲珑 奇绝 怪石
76808,Ming,高承埏,北风五月骇扬沙|军令清街禁不哗|一道红灯驰郭外|中涓夜出捕虾蟆,记事八首 其七,北风 虾蟆 郭外 红灯
76825,Song,郑清之,五月炎天正及时|轻丝扇子未曾持|殷勤寄语班姬道|只恐秋深却要伊,雨中即事简二友 其四,寄语 秋深 炎天 殷勤
76833,Song,释妙伦,冷地无端错喜欢|却将鸱吻对门安|引它铁作面皮汉|千里闻风也破颜,笑堂,闻风 安 汉 破颜
76842,Ming,李昱,八月十五是中秋|月色娟娟似水流|却忆湖州船子唱|几人欢乐几人愁,中秋同唐仲暹玩月二绝句 其二,月色 水流 中秋 娟娟
76844,Yuan,徐贲,梅花澹澹自开残|水国春迟雪未乾|不有竹枝相倚并|如何禁得许多寒,菊竹梅竹 其二,梅花 竹枝 澹澹 水国
76858,Ming,屈大均,露井桃花似玉妃|东皇频使著绯衣|晴开朵朵如杯大|醉杀朝阳露未晞,绛桃,露井 玉妃 桃花 朝阳
76877,Ming,欧大任,五岭烟霞老葛巾|临行把袂各酸辛|汝归应访吾诸弟|篱下黄花少一人,送冯妹夫用唯南归 其三,篱下 黄花 烟霞 葛巾
76880,Yuan,萨都剌,清气扑人湖面水|幽声到耳树头风|人家蚕老樱桃过|恰似淮南四月中,题界首驿 其一,树头 樱桃 淮南 人家
76882,Song,何耕,段公曾此读群书|读破应须万卷馀|家礼一传为杂俎|稗官收拾附虞初,段文昌读书台 其一,附 馀 收拾 读
76902,Ming,释函是,腊穷人不到柴门|花落花开总莫论|雪色自严香自远|更无形影待王孙,十三元,雪色 王孙 花落 柴门
76905,Song,毛滂,更作天随求枸杞|试从子美觅黄精|但知一饱轻方丈|不为秋毫要眼明,子温以诗将菊本见遗数日适病伏枕今少间戏作三绝句以报 其三,子美 眼明 黄精 秋毫
76918,Ming,邢侗,董子园边放去舟|故人牵缆数相留|客心已逐花前发|总听骊歌不解愁,送张仲仪四首 其二,数 客心 骊歌 舟
76920,Ming,顾清,秋田生浪甑生苔|日望米船江上来|闻道城中有新令|米船临到却翻回,米船叹,江 城中 日望 闻道
76926,Song,沈说,读罢黄庭一卷经|磬残烟冷夜坛清|月明何处人开户|惊起松梢睡鹤鸣,偶成,开户 惊起 黄庭 月明
76941,Song,张镃,饭馀飞盖北山来|上苑虚堂柳际开|系马林间宁复散|却容拄杖卓青苔,四月上浣日同寮约游西湖十绝 其四,拄杖 青苔 虚堂 北山
76942,Song,陈宓,三沼流通作一家|清风偏趁夕阳斜|我来退食知怀愧|敢对波心莲子花,南康郡圃,夕阳 退食 清风 波心
76953,Ming,陈子壮,长庆诗人扫古体|弇州前辈聚时名|争向枯棋三百道|沿边趋罫作聪明,与木之围棋嘉可诵弇州和长庆诗仆亦和此二章 其二,扫 聚 聪明 诗人
76964,Song,文彦博,千仞清溪绝世纷|先生高卧白云根|近来名系丹台籍|多向蒙山见羡门,赠自然表白大师 其一,高卧 白云 清溪 绝世
76968,Song,李石,零落孤根玉雪团|天孙剪月试天寒|凡间讳白骄红紫|却把梅花作杏看,梅花,梅花 天孙 零落 红紫
76969,Yuan,蒲道源,短篱新见出梢梢|葱茜都无尺许高|茜色芳葩工点缀|莫教容易混蓬蒿,赋石竹,短篱 工 点缀 蓬蒿
76972,Song,刘才邵,莫奏悲笳向日昏|花飞不是减芳春|多情更作回风舞|体弱悬知不陷茵,次韵赵伯达梅花三绝句 其二,花飞 多情 悬知 回风
76974,Ming,吴与弼,忆昔扁舟久寓居|客中风景自能摹|重来几换人间节|佳兴如今却胜初,谢家埠舟中即事,风景 客中 忆昔 扁舟
76978,Ming,胡俨,月出长河浪涌金|貂裘不怕夜寒侵|雁声落处风初起|两岸芦花霜满林,舟行晚咏,满林 芦花 貂裘 雁声
76999,Tang,李商隐,月色灯光满帝都|香车宝辇隘通衢|身闲不睹中兴盛|羞逐乡人赛紫姑,正月十五夜闻京有灯恨不得观,月色 香车 乡人 中兴
77002,Ming,史鉴,大田尘起桔槔鸣|望雨不来无限情|借问金陵贵公子|此声何似搊秦筝,题扇讽陆廷美,借问 金陵 秦筝 桔槔
77005,Song,舒邦佐,睡起挼挲两眼眵|卷帘惟见水平池|小窗幽寂无人到|自拨炉薰试一旗,睡起,卷帘 睡起 小窗 水平
77016,Song,张埴,重台栀子玉攒花|初夏湖山一供嘉|三嗅馨香几欲泣|年时曾食故侯瓜,初夏湖山 其一,重台 湖山 初夏 馨香
77021,Ming,屈大均,一别黄河间白云|秦筝慷慨梦中闻|春光不到昭阳殿|绝代红颜却与君,柬赵子实 其二,黄河 慷慨 春光 梦中
77025,Song,薛师石,独扶瘦杖欲经过|为问高僧意若何|自倚神通能渡水|却言佛法本无多,断桥,高僧 经过 佛法 渡水
77026,Ming,叶春及,积水澄波静不流|两星相对镜中浮|灵槎岁岁天边下|共指寻源博望侯,赋得海不扬波赠张将军 其二,灵槎 镜中 积水 岁岁
77027,Song,沈晦,一别台山四十年|石桥风景尚依然|慈颜不见身空老|感恨多如涧底泉,侍先人游石桥,慈颜 风景 石桥 空老
77031,Song,郑獬,碧天写入柳湖底|天上醉游春日斜|便留画舫入城去|不忍马蹄踏落花,柳湖晚归,马蹄 落花 春日 碧天
77034,Song,陈著,轩窗小小受千山|杯酒匆匆胜肆筵|满面春风相照处|话心只话数年前,次韵内弟贝端甫 家醉中,轩窗 匆匆 春风 小小
77043,Song,陈普,昭阳柘馆贮歌儿|恨杀陈汤斩郅支|胡草似人空好色|春光不到二阏氏,咏史 其一 王昭君,恨杀 昭阳 春光 贮
77048,Tang,陆畅,野性平生惟爱月|新晴半夜睹婵娟|起来自擘纱窗破|恰漏清光落枕前,新晴爱月,新晴 半夜 清光 婵娟
77050,Song,陈尧佐,抽毫欲赋东南奇|云山好景惭有遗|平波荡漾照湖渌|扁舟忆得游春时,忆越州 其三,云山 好景 扁舟 东南
77051,Ming,成鹫,隔水看山兴转遥|遍将前路问渔樵|沥湖雨后深如许|珍重扶筇过板桥,沥湖,珍重 渔樵 隔水 看山
77059,Ming,黎民表,山磴崎岖猿夜号|溪流如沸石如刀|刺桐花下思归客|待得天明有二毛,豫章江行 其二,思归 刺桐 崎岖 溪流
77068,Ming,皇甫汸,春色才堪拥座中|小乔曾亦恨春风|临妆若使罗郎见|定折桃花赋比红,题新红,春色 座中 春风 桃花
77069,Song,陈造,寒花彭泽门阑旧|好句柯山伯仲间|贫负清樽只三益|诗人错笑庾郎悭,次张丞送菊韵二首 其二,彭泽 清樽 寒花 诗人
77074,Ming,释今无,已忘卑贱对西窗|尽日轩渠百虑降|却比梅花清彻骨|一溪云影奏寒泷,寿王仲锡臬宪 其十三,梅花 彻骨 云影 西窗
77077,Yuan,周伯琦,巫山隐约宝屏斜|朝著重绵昼著纱|徙倚牙床新睡足|一瓶芍药当荷花,宫词 其三,荷花 睡足 徙倚 芍药
77078,Ming,王叔承,才看蕊绽又花开|转眼飞英堕酒杯|苕水菁山亦无赖|东风不送故人来,范伯桢仲昭兄弟失西湖桃花之约口占寄恼,花开 转眼 酒杯 东风
77104,Yuan,钱宰,树折云梢浪拍窗|老渔齐放钓船双|不愁江上风波险|平地风波险似江,题画六首 其一,江 风波 平地 钓船
77105,Ming,陈是集,咮咮嘹喨适和平|联翮芝田了不惊|寄语客帆须酌听|莫将清唳等猿声,巫山十二峰 其六 聚鹤峰,寄语 猿声 客帆 芝田
77122,Ming,李日华,懊恨幽兰强主张|开花不与我商量|鼻端触着成消受|着意寻香又不香,画兰,商量 开花 幽兰 消受
77123,Song,苏籀,古风未必今人操|老气休祈大吏欢|扪腹定无奇士术|萧然且作野人看,偶成二绝 其一,古风 老气 奇士 野人
77131,Song,苏泂,天竺前头灵隐东|山川奇崛自玄工|旧时可是不曾看|今度重来看不同,往回临安口号八首 其七,山川 看 天竺 东
77133,Song,释梵琮,因说多年破草鞋|祖翁插脚强安排|从兹狼藉浑无底|次第提持转见乖,访育王东堂空叟和尚夜话 其二,狼藉 多年 安排 次第
77144,Ming,王立道,春色新裁蜀锦袍|看来宛转避兰膏|当庭欲语空凝伫|红露满枝明月高,夜观海棠用故烧高烛照红妆韵七首 其三,宛转 春色 凝伫 明月
77149,Yuan,耶律铸,寒食常年柳未黄|今年花满旧池塘|如何春色今年早|试对春风笑一场,寒食日见花开,春色 池塘 春风 寒食
77157,Ming,沈晖,出洞归来日已低|水村山市晚烟迷|行人问我来时路|笑指孤云鹫岭西,游张公洞二首 其二,孤云 笑指 问我 行人
77158,Song,李春叟,箧中遗藁墨犹新|门外池塘草自春|邻笛一声肠欲断|骚坛失却倚楼人,挽赵秋晓 其四,骚坛 倚楼 池塘 欲断
77175,Ming,张宁,新水桃花涨满池|大鱼吹浪小鱼随|丹青尽写濠梁景|不到源泉未起时,杂画三首 其二,濠梁 丹青 新水 桃花
77195,Song,李龏,一树𩬤松玉刻成|月中还似日中明|等闲只怕花零乱|何处人家笼解盛,梅花集句 其八十三,零乱 月中 日中 人家
77201,Ming,倪谦,破愁曾借步兵厨|一枕浑忘醉梦馀|鹦鹉无端却饶舌|鬓云低挽独踌躇,次韵董廷器闺情 其八,踌躇 饶舌 鹦鹉 浑忘
77212,Ming,张琦（君玉）,秋水天长一色如|小仙分割借吾庐|斜阳红叶闲留坐|推过儒书读道书,吴伟画,吾庐 秋水 红叶 斜阳
77223,Song,韩淲,青松影里小桃花|山崦横冈人几家|牧童樵子自来往|水拥断沟留残沙,鹅湖道中 其四,牧童 青松 桃花 影里
77230,Song,张矩,日抱吟情到此亭|捲帘孤坐看云生|诗怀恰与云相似|一点悠然度太清,题税轩新筑送青亭四首 其二,诗怀 吟情 看云 捲帘
77232,Ming,徐渭,柳条不必穿鱼聘|花径冯教扑蝶行|从此牡丹须再画|要看一线午时晴,买得一猫雏纯黑而雄戏咏,柳条 晴 牡丹 花径
77233,Ming,杨士奇,少日林泉共隐沦|披衣扫石荫晴云|前年重过嬉游地|亲见诗人咏五君,题王氏水竹居 其六,晴云 林泉 嬉游 诗人
77234,Song,曾绎,疏林残岭起昏鸦|腊尽行人喜近家|江北江南春信早|傍篱穿竹见梅花,还家涂中,江北 疏林 江南 行人
77236,Ming,成鹫,一径幽姿迥不同|漫随红紫笑春风|螳螂不是当车者|接叶攀条隐绿丛,题画 其八 花下螳螂,幽姿 攀条 红紫 春风
77237,Song,傅壅,五曲溪流深复深|数椽茅屋旧书林|市朝山泽皆堪隐|谁识先生出处心,题五曲溪,谁识 溪流 茅屋 市朝
77239,Ming,区元晋,山头梓棘入肩新|幽致休论是买臣|归与妻孥炊伏雉|扊扅歌好不宜春,樵,妻孥 山头 休论 宜春
77253,Tang,王毂,蝉噪古槐疏叶下|树衔斜日映孤城|欲知潘鬓愁多少|一夜新添白数茎,秋,蝉噪 斜日 孤城 新添
77268,Song,释德洪,雨过东南月清亮|意行深入碧萝层|露眠不管牛羊践|我是钟山无事僧,合妙斋二首 其一,牛羊 钟山 雨过 东南
77270,Song,钱时,不染东华一点尘|桑麻满眼土风淳|如何林下无嘉客|却有西湖浩荡春,百丈有感,林下 西湖 满眼 浩荡
77279,Ming,薛瑄,两崖陡起束狂澜|南去沙平势渺漫|长有扁舟依渡口|行人莫道往来难,渡口,狂澜 渡口 扁舟 行人
77283,Song,史弥宁,玉立秋塘一振衣|竦肩莫是为寻诗|近来绝少元和样|岛瘦郊寒渠得之,野塘秋鹭,寻诗 秋塘 振衣 渠
77302,Ming,陈瀛,轻风落树散林烟|海日三竿正熟眠|傍午起来花落尽|不知雷雨过山田,石林山房,海日 雷雨 花落 轻风
77304,Ming,汪广洋,艇子抢风过太湖|水云行尽是东吴|阿谁坐理青丝网|遮得松江巨口鲈,东吴棹歌四首 其二,水云 东吴 青丝 艇子
77310,Song,魏了翁,沙暖花香弄午晴|苦撩诗思浩难禁|偷闲不办追年少|只有春风会此心,次韵黄侍郎 沧江海棠六绝 其二,诗思 花香 春风 难禁
77320,Yuan,黄镇成,寒爱春来暑爱秋|水长山远白人头|天时自有清凉日|霁月如银独上楼,霁月,山远 霁月 人头 清凉
77328,Song,韩淲,松花千树发轻黄|乍暖风来细细香|但是游蜂喧过午|不知飞鸟下斜阳,松花,飞鸟 斜阳 游蜂 细细
77345,Song,赵蕃,翠筱萧骚入屋寒|欻惊平地起风湍|驯除饥雀低飞去|弱羽毰毸似畏弹,骤雨记所见,低 飞去 萧骚 平地
77351,Song,许棐,今年庭树著花稀|因是耽书失事治|何处结巢双喜鹊|却来删得几枯枝,庭树,枯枝 双 庭树 著花
77362,Ming,王世贞,平泉花木四时春|抛作朱崖万里身|争似弇园三五步|尽将春色付游人,过弇园,花木 平泉 春色 游人
77369,Song,赵存佐,任重功馀屡乞辞|犯颜曾不避天威|朝回一体奎章下|携得天香满袖归,祜 公荣归,天香 朝回 满袖 天威
77370,Song,释宝昙,春水人家绿绕门|晚风榆柳自村村|一声牛背乌盐角|铁作行人也断魂,郊外即事,晚风 人家 春水 行人
77392,Song,方岳,几人曾识离骚面|说与兰花枉自开|却是樵夫生鼻孔|担头带得入城来,买兰,面 离骚 入城 担头
77399,Ming,宗臣,赤城霞起是天台|明月箫声落早梅|昔日胡麻君莫问|桃花不放石门开,赠余德甫奉使两浙四首 其二,明月 昔日 桃花 石门
77401,Song,虞俦,乍抛玉节去朝天|分袂江头却黯然|只恐垂虹亭上月|今宵不忍十分圆,十六日舟中送何同叔,玉节 朝天 分袂 江头
77403,Ming,王世贞,几点苔痕上翠筠|千秋长见泪痕新|从他帝子夸江渚|不是苍梧望里人,古乐府杂题二十绝 其一 湘妃竹,苍梧 帝子 泪痕 苔痕
77404,Ming,许炯,万里沧波带白沙|渔舟风起钓丝斜|沧边秋色无人管|半属芦花半蓼花,秋江晚眺,芦花 渔舟 秋色 沧波
77406,Ming,胡俨,碧沙流水漾清溪|溪口时闻谷鸟啼|两岸好山明镜里|扁舟如在越东西,题画四首 其二,扁舟 流水 清溪 东西
77410,Ming,刘泰,自是中黄第一家|雁来时节傲霜华|如何秋色无人管|移向龙泉道士家,墨菊,霜华 道士 龙泉 秋色
77411,Ming,郑岳,小作温公独乐园|频招几杖泛清樽|曲栏短砌花如簇|看尽芳菲不出门,重阳日社会梅庄三首 其二,曲栏 芳菲 清樽 出门
77414,Yuan,钱宰,绿波春水没渔家|杨柳青青拂钓槎|三月江南春雨歇|一双鳣鲔上桃花,画鱼,青青 春雨 春水 桃花
77417,Ming,仙女,我是云丘散诞人|半生三见海扬尘|今来寄语夸毗子|何必劳劳问假真,题阙,寄语 扬尘 海 劳劳
77419,Song,张埴,闻有翛然一角巾|湖山雨亦动吟声|如何十里繁江路|犹待诗筒一笑迎,奇山在繁步二十八字迎之,诗筒 湖山 角巾 江路
77423,Ming,王恭,云木深深少四邻|绿萝青壁断行人|扁舟已是桃花水|更问仙源隔几尘,题陈召外馆山水图,行人 桃花 扁舟 仙源
77424,Song,方回,魏塘酒贱蟹螯肥|久要人情忍重违|呼妓访僧俱不必|醉三昼夜可言归,为魏塘王居士留三日二首 其二,言归 昼夜 蟹螯 人情
77428,Song,赵时韶,一脉斯文系大儒|干戈满地独诗书|南风有操无人识|身在汾亭心在虞,文中子,南风 诗书 满地 干戈
77446,Song,郑清之,自愧端平村宰相|今为安晚野堂翁|君恩全付闲身世|山水从容一笑中,觉际偶成,山水 村 翁 君恩
77455,Song,王希吕,雨挟东风作嫩寒|短墙围水柳藏烟|游人不出西湖静|白鹭飞来在画船,湖山十咏 其五,西湖 画船 游人 白鹭
77457,Song,张纲,破睡轻风透碧纱|宝钗聊插任攲斜|欲寻女伴嬉游去|试问鞦韆有几家,戏题所见,碧纱 嬉游 试问 轻风
77463,Jin,赵秉文,宦游怜我食官仓|赢得青青两鬓苍|不识无情双燕子|南来北去为谁忙,燕,燕子 青青 怜我 宦游
77464,Ming,李英,巑岏万里岳云长|日观峰前接大荒|独立丹崖劳极目|不知何处是扶桑,日观峰,丹崖 大荒 扶桑 极目
77471,Song,孔武仲,城上苍虬困不醒|春阳己半未回青|只应一夜新雷震|渐放繁枝拥日星,城上乔木,春阳 繁枝 未回 拥
77473,Ming,沈纫兰,映日初花隔槛明|春风袅袅透寒轻|伤心怕听枝头鸟|莫向王孙归路鸣,早春忆外,归路 伤心 王孙 枝头
77476,Song,周密,枕上鸣鸠唤晓晴|绿杨门巷卖花声|探芳走马人虽老|岁岁东风二月情,花朝溪上有感昔游 其一,走马 门巷 东风 绿杨
77484,Tang,李商隐,潘岳无妻客为愁|新人来坐旧妆楼|春风犹自疑联句|雪絮相和飞不休,过招国李家南园二首 其一,妆楼 潘岳 新人 春风
77486,Song,陈普,紫山青嶂尽如家|负日冲烟复带霞|今古乾坤秋一幅|几番归鸟与栖鸦,归鸟,乾坤 栖鸦 归鸟 青嶂
77488,Song,苏泂,乌衣巷侧长干寺|暇日闲来看一回|未觉六朝兴废迹|凄凉先傍眼边来,金陵杂兴二百首 其九十九,未觉 兴废 凄凉 长干
77493,Song,徐积,金编诵处无人见|玉洞题时有凤知|昨夜忽然何处去|月中吟就白云诗,吟仙,白云 玉洞 昨夜 月中
77495,Ming,李昱,西风吹雨饱秋菰|卸却青衣见玉肤|客里尝新成一笑|不图今日见西湖,食茭白,西湖 西风 青衣 吹雨
77502,Song,方岳,瀑泉癞可能诗最|毕竟难为本色僧|要识庐山真面目|一溪明月冷于冰,赠诗僧 其一,面目 瀑泉 庐山 明月
77504,Song,高翔,渴乌项领紫驼峰|跑地求泉鬣上冲|不敢牵来向江水|预防踊跃学蛟龙,题韩干马,江水 紫 蛟龙 踊跃
77506,Tang,王韫秀,相国已随麟阁贵|家风第一右丞诗|笄年解笑鸣机妇|耻见苏秦富贵时,夫入相寄姨妹,家风 麟阁 富贵 贵
77512,Song,俞桂,客里匆匆二月春|梅花开后柳争新|西湖不待清明到|早有寻芳拾翠人,早春,寻芳 西湖 匆匆 清明
77516,Song,洪咨夔,爱春留得琼英在|添竹扶将翠蔓高|更着金沙相间种|主人四壁锦周遭,次韵荼蘼 其二,主人 琼英 周遭 金沙
77533,Song,钱时,帖帖冬窝眠正稳|剥地钟声忽敲醒|起来空堂一事无|日弄波纹满窗影,九月一日睡起,空堂 满窗 钟声 波纹
77535,Ming,徐时进,银箭铜壶夜未央|薰风初入合欢床|怪来枕畔攲明月|自是君身有夜光,赠含珠,薰风 未央 明月 合欢
77538,Ming,文徵明,绿树敷阴翠荇香|方舟十里下回塘|白鸥飞去青山暮|落日唱歌烟水长,题画,飞去 烟水 白鸥 落日
77540,Ming,何吾驺,十尺心为一寸心|荧荧永夜出重阴|兰膏剔尽还留性|取放虚灵照古今,感灯草,重阴 荧荧 寸心 兰膏
77541,Ming,龚诩,岁寒群木总凋零|爱尔亭亭色愈青|谁信道人心似铁|小窗相对澹忘形,庭松,亭亭 岁寒 小窗 道人
77542,Ming,李昱,故人乘兴夜相过|正为中秋月色多|绿酒倾来𢬵着醉|要题诗句赠嫦娥,中秋同唐仲暹玩月二绝句 其一,月色 诗句 乘兴 中秋
77546,Song,释普济,六处虚明不假修|七穿八穴有来由|霜风霰雪纵横入|不是愁人也著愁,损窗,愁人 霜风 虚明 修
77549,Yuan,张昱,一点娇飞傍镜台|曾随笑靥贴宫腮|如今莫说颜如玉|何限风烟马上来,题墨梅,笑靥 颜 镜台 风烟
77550,Tang,李九龄,雪冻阴河半夜风|战回狂寇血漂红|据鞍遥指长安路|须刻麟台第一功,代边将,半夜 长安 据鞍 遥指
