,dynasty,author,content,title,keywords
361,Ming,王世贞,腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍,过于鳞郡斋分韵赋十二体得傍字,辘轳 北斗 浅 芙蓉
36010,Ming,邵宝,记得湖南节偶停|曾将新政问朝廷|草蔬解后衡山子|相对琅函眼共青,钱元抑春日过访用文内翰韵 其二,眼 节 朝廷 湖南
36087,Ming,韩雍,十郡青苗总似焚|不才无计埽妖氛|蠲租有诏苍生感|圣主宽仁迈汉文,丙子夏洪吉袁瑞临抚建信江饶南康十一郡大旱田租二百三十二万勘有一百三十八万成灾封章上闻蒙恩俱赐蠲免忧民之怀稍舒口占一绝以识感激,焚 圣主 感 妖氛
36200,Ming,佘翔,公子轻裘若不胜|承家岂沗大中丞|但看十日平原饮|意气粗豪压五陵,赠林洁甫,平原 中丞 意气 轻裘
36234,Ming,解缙,欲写乡书寄故园|行人已远意空存|举头忽见南来雁|个个随君度塞门,寄于仲宽,欲写 乡书 空存 行人
36273,Tang,陆畅,桃红李白觉春归|强步闲庭力尚微|从困不扶灵寿杖|恐惊花里早莺飞,疾愈步庭花,花里 闲庭 李白 春归
36304,Ming,陆深,溪堂山馆带江城|睡起催花雨正晴|闻说闲人多乐事|臂鹰调马过清明,书扇寄黄竹泉,江城 闲人 乐事 清明
36313,Ming,王世贞,胡姬学得汉宫眉|辛苦风尘损玉肌|不为青春容易改|十年番地失焉支,从军行八首 其七,风尘 青春 辛苦 汉宫
36399,Ming,朱茂炳,看场压处掉都卢|走马跳丸何事无|那得丹青传好手|清明别写上河图,清明日过高梁桥作二首 其二,好手 丹青 走马 清明
36415,Ming,李之世,黄云山下漏声声|记得同师采药行|莎径稻田扪露遍|撷来蔓草不知名,寄头陀端公 其二,蔓草 知名 黄云 山下
36515,Song,舒岳祥,万古灵根种广寒|折来白日便升仙|集英曾对三千字|也胜南山孟浩然,丹林有作 其二,白日 广寒 灵根 南山
36588,Ming,庄昶,天北天南且梦君|一杯何此隔江云|五更哦得相思句|只有梅花月最闻,忆秉常,梅花 天南 天北 江云
36591,Song,程祁,九老当年乐有馀|于今五老更欢娱|乔松百尺倚天外|也许蒿莱入画图,宴集,入画 欢娱 天外 蒿莱
36733,Song,释怀深,溪头杨柳未堪折|岭上寒梅已过时|欲赠行人无所有|为君拈出岁寒枝,升堂颂古五十二首 其三十一,寒梅 岁寒 溪头 行人
36765,Song,苏泂,抱郭清溪一带流|浣花溪水水西头|重来杜老谁相识|沙上凫雏水上鸥,浣花溪,溪水 浣花 清溪 杜老
36785,Ming,吴希贤,漂泊那知在异乡|故园秋菊几番黄|酒酣索笔还题画|珍重相期晚节香,题菊送弟希达,晚节 珍重 异乡 漂泊
36793,Tang,赵嘏,琴酒曾将风月须|谢公名迹满江湖|不知贵拥旌旗后|犹暇怜诗爱酒无,十无诗寄桂府杨中丞 其一,爱酒 江湖 风月 旌旗
36799,Song,许景衡,方沼圆荷十数个|短墙新竹两三竿|凭栏尽日犹无厌|却借行人一饷看,道旁人家小轩,短墙 凭栏 新竹 行人
36836,Song,张嵲,故园微路绕江干|常记开时偪岁寒|万里临风惊老眼|却疑还是雾中看,偶成梅咏三首 其二,老眼 中看 江干 岁寒
36856,Ming,李攀龙,碧天无尽白云孤|到日扁舟落五湖|不见蓟门秋草色|愁心明月满姑苏,席上鼓饮歌送元美 其五,愁心 碧天 扁舟 草色
36904,Ming,徐尊生,溪云黯黯覆溪潭|云罅疏星见两三|半夜不知何处雨|遥看飞电闪淮南,归舟杂咏,溪云 飞电 半夜 淮南
36919,Song,程公许,放灯时节快晴天|红杏梢头璧月圆|物色似嫌人意懒|故撩吟思着风烟,上元即事四首 其一,人意 璧月 物色 风烟
36945,Song,卫宗武,乱擘晴绵清昼迟|阴阴古木绿云齐|僧窗尽日无尘事|梦破一声春鸟啼,山行 其十,绿云 鸟啼 尘事 阴阴
36967,Jin,元好问,杏梁双宿复双飞|海国争教只影归|想得秋风逼凉冷|谢家儿女亦依依,贞燕,秋风 儿女 海国 谢家
37021,Song,陈克,我本孤舟蓑笠翁|雪厓烟树一生中|如今不向江湖去|斗舰旌旗照水红,跋赵朝议江行初雪图,孤舟 烟树 江湖 旌旗
37088,Song,李彭,利口毁誉本无嫌|空洞腹中须属厌|何用灞陵嗔尉醉|未劳汉署叹郎潜,病中即事 其五,空洞 毁誉 汉署 灞陵
37124,Ming,刘崧,三月春光欲暮时|故园回首意兼悲|道傍杨柳心枯尽|犹有青青到远枝,高唐州,青青 春光 回首 欲暮
37167,Song,朱熹,倦枕攲眠到五更|却嫌风铎久悲鸣|恍疑𫄨绤南邻夜|寒铁丁东客梦惊,宿新喻驿夜闻风铎,客梦 恍疑 悲鸣 南邻
37191,Ming,陈献章,几上凝尘封玉轸|南风不入琵琶引|仲由言志夫子哂|当泯泯时须泯泯,读宛陵先生历览昔贤皆泯泯寻思鲁叟自波波 其一,南风 琵琶 凝尘 引
37272,Song,徐积,前日慈闱献寿觥|为亲歌咏祝长生|被君翻作阳春曲|却使巴人和不成,除夜 其四,歌咏 慈闱 阳春 献寿
37465,Ming,江源,边境虽安敢忘危|四时笳鼓竖旌麾|更闻细柳将军令|壮士怀归不敢归,松州即事四首 其四,笳鼓 将军 细柳 壮士
37544,Song,林迪,一曲清歌酒一觞|幅巾林下兴何长|沙鸥似觉忘机久|时引新雏过短墙,东湖 其四,林下 沙鸥 清歌 幅巾
37638,Ming,董光宏,青郊小雨裛游尘|正是芳菲一半春|花柳故园应共笑|主人岁岁作行人,许昌道中,小雨 主人 芳菲 行人
37647,Song,王仲修,暴衣楼上清秋夜|河鼓星临十二城|银汉无梁不可渡|牵牛织女若为情,宫词 其三十七,织女 清秋 牵牛 银汉
37674,Ming,程敏政,秘府图书阅半交|故园松菊可全抛|何时更约开新社|与子山中共结茅,题汪思恭松萝书屋 其四,松菊 山中 结茅 图书
37805,Jin,元好问,楼观沈沈细雨中|出墙花木乱青红|朱门不解藏春色|燕宿莺啼处处通,梁园春五首 其四,春色 莺啼 细雨 沈沈
37902,Song,金朋说,夐出涟漪不染泥|浓妆淡抹总相宜|六郎莫恃人怜惜|君子名称更绝奇,莲花吟,怜惜 涟漪 君子 泥
37961,Song,戴炳,推篷四望水连空|一片蒲帆正饱风|山际白云云际月|子规声在白云中,夜过鉴湖,子规 白云 蒲帆 云际
37976,Ming,郑重,层峦葱郁耸扶舆|秀作三峰瀣气疏|极目浮云飞鸟下|采薇山麓是吾庐,摩山诗三首 其三 第三峰,吾庐 浮云 飞鸟 极目
38001,Song,汪藻,直到孤峰最上头|下看双涧玉虹流|世间培𪣻何须数|且卧元龙百尺楼,题张资政汝川图九首 其八 积翠楼,孤峰 数 楼 玉虹
38056,Ming,杨士奇,平明阊阖九天开|玉佩趋朝百辟来|圣主正需调鼎用|诸公应荐和羹梅,胡学士在北京闻予病寄诗慰问次韵奉酬 其二,平明 玉佩 阊阖 圣主
38081,Song,孙觌,老怯风波一棹回|故园芜没半苍苔|水深莫遣蛟龙得|火急招归海贾来,和落花流水四绝句依长文侄韵 其三,苍苔 芜没 蛟龙 风波
38254,Ming,区元晋,素艳幽芳不着尘|卷中清淡本传神|倚门记得天涯泪|难免花前更拭巾,东台赵中宪以手册三图委题分韵奉和四首 其二,传神 幽芳 天涯 倚门
38341,Ming,释今无,关塞辛勤累雪鸿|胭脂山下已成空|仙桥不隔尘寰远|尽日高啼碧树中,罗浮红鸟 其四,辛勤 胭脂 尘寰 碧树
38346,Ming,霍与瑕,青草黄茅尽日闲|画船吹角度秋山|晚江又逐渔翁伴|九里十三抛口湾,晚泊,青草 渔翁 画船 秋山
38379,Song,赵蕃,烟消日出见秋真|政恐却成憔悴人|赖是倦游归去日|扁舟载著自由身,八月八日发潭州后得绝句四十首 其二十四,日出 倦游 憔悴 扁舟
38509,Ming,秦约,吴蚕入茧染春红|缫尽柔丝未论功|若得君王回一顾|不辞白发上阳宫,纪梦简陈简讨二首 其二,君王 春红 白发 论功
38583,Tang,元稹,苍溪县下嘉陵水|入峡穿江到海流|凭仗鲤鱼将远信|雁回时节到扬州,苍溪县寄扬州兄弟,扬州 鲤鱼 凭仗 嘉陵
38655,Yuan,刘基,晓晴何处一黄鹂|飞上花枝款款啼|独坐小窗歌伐木|偶然怀古忆祈奚,次韵和王文明绝句漫兴十八首 其十三,怀古 小窗 花枝 黄鹂
38778,Song,吕本中,三年羁旅逢寒食|万里江山隔故园|坟墓荒凉谁拜扫|东风吹泪湿黄昏,寒食 其一,荒凉 江山 黄昏 寒食
39020,Tang,郑准,片片飞来静又闲|楼头江上复山前|飘零尽日不归去|点破清光万里天,云,归去 楼头 清光 飘零
39215,Ming,叶春及,大星小星坠海中|海鲸东去水涵空|楼头戍卒浑无事|到处投竿学钓翁,赋得海不扬波赠张将军 其三,楼头 东去 海中 钓翁
39282,Song,舒岳祥,凌轹风霜四十围|白猿不上最高枝|明堂未构材何用|抛掷玄珠满地皮,槠树,明堂 抛掷 风霜 玄珠
39303,Song,潘牥,道人清晓炷炉薰|岚重衣巾湿露痕|课罢楞严经一卷|小窗徙倚候啼猿,读道书 其二,清晓 小窗 道人 徙倚
39362,Song,孙觌,细红如糁未全匀|洗雨梳风日日新|前度刘郎在何处|故林空锁一枝春,南唐门道上见桃二首 其二,空锁 刘郎 日新 匀
39441,Yuan,张雨,昨日淮南召八公|扬州拟看醉围红|赚人鸡犬云中去|策转江头控鹤童,寄冯海粟待制附天目僧过广陵 其三,江头 扬州 云中 鸡犬
39521,Tang,薛𦀒,天门喜气晓氛氲|圣主临轩召冠军|欲令从此行霖雨|先赐巫山一片云,敕赠康尚书 美人,氛氲 霖雨 圣主 天门
39538,Song,赵蕃,草树扶疏书满斋|放窗灯火酒尊开|知公善诱盖前辈|不以见闻嗔去来,次韵刘寺簿二首 其二,见闻 灯火 扶疏 草树
39621,Ming,程敏政,陌上行人看石麟|三朝出入紫微臣|桃花坞接啼猿寺|直到南山不属人,南山十二咏集古 其一 南山平,出入 行人 桃花 南山
39647,Song,许景衡,几年尘土客京华|梦到西湖佛子家|今日扁舟还似梦|不知流落在天涯,乙巳五月十八日沈元鼎招饭昭庆登白莲望湖楼泛舟过灵芝少憩孤山下七绝句 其五,西湖 京华 扁舟 尘土
39801,Song,叶茵,相思独向小窗明|试剪春衣趁晚晴|还觉此情丝样小|欲裁不断柰何情,香奁体五首 其一,晚晴 春衣 小窗 丝
39825,Song,陈著,日星明概朝廷福|烟火安和田里丰|此是古今真乐事|夜镫何用扇淫风,元宵薇山内弟 酒边五首 其四,烟火 田里 乐事 朝廷
39852,Ming,屈大均,不断莲枝不见丝|丝长无补断莲枝|他生愿作田田叶|捧尔芙蕖出水湄,哭华姜一百首 其八十八,愿作 芙蕖 田田 出水
39858,Ming,边贡,柴门空闭锁松筠|燕子衔泥两度新|不是尚书期不顾|故园犹得见残春,春日杂兴集杜句 其二,燕子 松筠 残春 柴门
39963,Yuan,刘基,漠漠轻云结晚阴|依依斜日挂遥岑|炊烟忽起桑榆上|散作鲛绡抹半林,过闽关九首 其六,炊烟 轻云 斜日 漠漠
40073,Ming,林光,白云轻罩树高低|溪绕青山山蘸溪|篷底卧看山两面|懒携樽酒入招提,过峡山寺二首 其二,白云 樽酒 招提 高低
40081,Ming,张萱,记得西园画本真|公麟妙笔已传神|于今我亦西园主|却欠公麟十六人,题周□□西园雅集卷 其一,传神 画 妙笔 西园
40169,Song,吕本中,满江风月一船霜|无计留君只自狂|灯火隔帘香隔坐|无人知是竹枝娘,追成旧作,满江 灯火 风月 竹枝
40184,Song,张九成,长忆故园秋色好|满篱霜菊炫宫黄|无聊却向横江畔|笑倚西风觅暗香,忆北轩菊,横江 西风 暗香 秋色
40216,Song,朱长文,胜地宽闲旧卜邻|耆年得意辟高门|中吴昼锦如公少|好作坊名贲故园,次韵司封使君和程给事,卜邻 高门 昼锦 胜地
40331,Ming,钟芳,穗城春色艳花容|岁岁春花照眼红|我到逢春花不发|一川烟霭泥孤蓬,答林都宪省吾,春花 春色 烟霭 逢春
40333,Song,张嵲,满目萧萧云气流|芭蕉梧叶共飕飗|松门尽日无来客|独与疏篁傲晚秋,晚秋风雨,飕飗 芭蕉 萧萧 满目
40411,Ming,黄省曾,放猎胡沙控紫弦|草深狐兔走祁连|秋空昨夜旄头落|为卷旌旗破左贤,塞上曲四首 其三,秋空 旄头 昨夜 旌旗
40417,Ming,石宝,宜春苑外兔初肥|长从君王射猎归|一色赭袍飞两骑|外人不辨是贤妃,唐武宫词,宜春 外人 君王 初肥
40541,Ming,孙蕡,中原落日一星黄|虎跃龙跳有底忙|漳水凤台高百尺|小姑何用嫁刘郎,二乔,中原 小姑 刘郎 落日
40676,Song,缪鉴,闻说商山有隐仙|刘郎引入洞中天|谁知白石苍苔客|独守孤灯夜不眠,寄刘澹斋,苍苔 中天 刘郎 白石
40695,Yuan,郭钰,路入故园知几程|小楼帘捲月斜明|梦中不记遭兵火|犹在海棠花下行,春夜,兵火 海棠 梦中 小楼
40697,Song,宋祁,吹菊佳辰念物华|颜生不饭重咨嗟|故园旧种犹存否|露损风摇著几花,对菊有感,佳辰 风摇 物华 念
40732,Song,释师范,佛祖仰望不及处|暗通一线几何深|冰严雪冷无人会|空泻断崖千万寻,高原,断崖 深 寻 佛祖
40769,Tang,张籍,铜柱南边毒草春|行人几日到金麟|玉镮穿耳谁家女|自抱琵琶迎海神,蛮中,谁家 琵琶 行人 铜柱
40822,Ming,彭孙贻,惆怅机中织锦人|流黄捣尽已经春|不将芳草伤心碧|博取宫花刺眼新,倒押骏孙寄调十绝句寄调骏孙 其二,宫花 伤心 惆怅 芳草
40860,Tang,李洞,川静星高栎已枯|南山落石水声粗|白云钓客窗中宿|卧数嵩峰听五湖,宿鄠郊赠罗处士,中宿 白云 水声 南山
40903,Song,王之道,透云斜日影朦胧|树杪依微少女风|景物重来正无恙|为君收拾向诗中,过含山邮亭和子厚弟壁间韵三首 其二,朦胧 斜日 景物 收拾
41048,Song,史浩,嗟见时人大侈生|八珍同聚一杯羹|若知过口成污秽|何用留心事割烹,童丱须知 膳羞八篇 其四,留心 事 成 羹
41072,Ming,庞嵩,万象原来祇一心|目中成色耳成音|到头会领无言意|拍手光风自在吟,寄沈梅冈四首 其四,耳 拍手 吟 光风
41089,Ming,区大相,客帆山寺两依依|闻道飞来便欲飞|若使客帆同此寺|不烦一宿也能归,中宿山歌 其二,客帆 寺 山寺 闻道
41109,Ming,顾清,湖头看木翠团栾|总合丹青画里看|冠剑昂然五君子|岁寒长得倚阑干,题华文远所藏五松图,君子 岁寒 阑干 丹青
41230,Song,孙复,银汉无声露暗垂|玉蟾初上欲圆时|清樽素瑟宜先赏|明夜阴晴不可知,八月十四夜,阴晴 玉蟾 银汉 清樽
41372,Ming,刘崧,舟下徐洪冻已开|故园远在赣江隈|家家春近栽杨柳|江上行人且未回,将至徐州见人种树者,家家 杨柳 未回 行人
41397,Song,易士达,锁江水下水悠悠|只锁长江不锁愁|但存一樽浇旅思|图教沉醉泛扁舟,锁江亭,长江 悠悠 扁舟 沉醉
41440,Yuan,叶颙,凝烟芳草入疏帘|过雨闲花点涧泉|正是清明时节近|鹧鸪啼过夕阳天,次韵周安道宪史仲春雨窗书怀十首 其九,过雨 芳草 鹧鸪 清明
41443,Yuan,萨都剌,高低柳絮飞渡水|红白桃花开满枝|自笑江南无用客|一春无事只题诗,还台偶成 其一,高低 柳絮 桃花 题诗
41494,Song,项安世,巴滇绿骏足如风|西域天驹骨似龙|日日马纲来不断|君王心已在除□,送都大茶马入觐八绝句 其四,日日 君王 足 西域
41537,Ming,张萱,秋风秋月送将归|洒酒临江泪一挥|为语明年春社后|重来莫忘旧乌衣,赠书记叶伯俊归闽 其二,秋风 秋月 明年 将归
41561,Ming,边贡,叠鼓凝笳入禁中|似闻韶乐奏南风|通明殿敞秋云碧|阊阖楼开晓日红,迎銮曲二十首和刘希尹之作 其十八,南风 阊阖 秋云 晓日
41626,Song,杨时,洄渊浩荡白鸥飞|老懒时来坐钓矶|岸帻行人聊自适|不应憔悴似湘缧,浏阳五咏 其一 渭水,白鸥 憔悴 浩荡 行人
41650,Ming,陶安,圣主亲征百辟从|躬提黄钺振皇风|却嗟螳臂那当辙|万甲桓桓画虎熊,阅兵奏凯 其四 得捷二,振 圣主 皇风 桓桓
41673,Tang,罗隐,辽水华亭旧所闻|病中毛羽最怜君|稻粱且足身兼健|何必青云与白云,病中题主人庭鹤,青云 白云 病中 稻粱
42036,Song,赵构,春莺叶底引圆吭|临罢黄庭日更长|满院柳花寒食后|旋钻新火𦶟炉香,崇恩显义院 其一,柳花 炉香 满院 寒食
42038,Ming,黎遂球,天边云涌浪花红|日落当门海外峰|望得远帆犹不辨|江鱼多趁石犹风,商妇词,海外 日落 天边 花红
42068,Ming,朱谏,金炉火尽不闻香|银烛无光春夜长|想见落花千万朵|尽随风雨下池塘,夜坐,想见 银烛 落花 池塘
42195,Tang,白居易,赋句诗章妙入神|未年三十即无身|常嗟薄命形憔悴|若比弘贞是幸人,见杨弘贞诗赋因题绝句以自谕,诗章 薄命 憔悴 入神
42287,Song,司马光,荷底清涟照绮罗|长安公子旧情多|踌躇不去知君意|重唱吴音白纻歌,龙女祠后塘自生荷花数枝与史诚之更相酬和 其三,踌躇 绮罗 长安 白纻
42297,Song,周紫芝,校书天禄想诸郎|应在蓬山语昼长|记得去年秋七月|日斜香转曝书廊,湖亭怀旧三绝 其二,日斜 昼长 去年 蓬山
42311,Tang,刘禹锡,湘中才子是刘郎|望在长沙住桂阳|昨日鸿都新上第|五陵年少让清光,赠刘景擢第,才子 刘郎 清光 长沙
42385,Ming,欧大任,建节凉州万里回|若为乞取铁丘台|江南大似淮南日|强为君王卧治来,闻张助甫乞归不允二首 其一,凉州 君王 淮南 江南
42405,Song,赵崇嶓,洞府烟霞锦绣丛|车如流水马如龙|东风烂熳花时节|也有人行九里松,西湖,烟霞 锦绣 流水 人行
42460,Ming,黎民表,君向淮阳承主恩|予亦扁舟归故园|金陵花月何曾见|杀气西街白下门,荅徐汀洲 其一,白下 金陵 杀气 扁舟
42472,Ming,杨慎,忽见庭花析剌桐|故园珍树几然红|年年六月星回节|长在天涯客路中,星回节,年年 天涯 庭花 客路
42505,Song,许及之,舜葬苍梧的可知|九疑犹是后人思|阿瞒不作瞒心事|何用累累多冢为,曹操冢,苍梧 瞒 心事 思
42526,Ming,卢楠,百尺高楼挂彩烟|锦筝银甲乱哀弦|夕阳欲下帘深捲|望见西江万里船,青楼词,望见 夕阳 高楼 西江
42693,Ming,区越,风声号杂雨声号|上岸涛翻下岸涛|九夏淹霪忧不断|村南村北水周遭,苦雨和何雩峰遣怀 其三,风声 雨声 村南 周遭
42721,Ming,谢迁,生涯争似故园长|田有嘉禾树有桑|千顷白云山万叠|个中真是地仙乡,和林待用都宪云庄二绝 其一,嘉禾 白云 地仙 乡
42733,Jin,元好问,天街奕奕素光移|云锦机闲漏箭迟|谁与乘槎问银汉|可无风浪借佳期,七夕,佳期 天街 银汉 乘槎
42806,Ming,许天锡,青草黄蒿满野田|溪行尽日断人烟|落霞几抺青螺小|此是浔南夕照天,东津岸同沈太史何大行晚眺,夕照 人烟 落霞 青草
42906,Ming,李攀龙,旌旗海上似云屯|大将登坛国士恩|白马只今成过隙|千秋匹练曳吴门,挽王中丞 其三,吴门 白马 旌旗 国士
42937,Song,王迈,玉泉山下水潺潺|不比温泉洗玉环|濯罢九龙池内锦|才教流出到人间,和马伯庸尚书四绝句 其三,潺潺 流出 玉泉 玉环
42952,Song,吴芾,君爱山间十八公|俨然风操出樊笼|四时已占青青色|更有松黄胜万红,松岭,樊笼 青青 色 胜
42964,Tang,元稹,曾经绰立侍丹墀|绽蕊宫花拂面枝|雉尾扇开朝日出|柘黄衫对碧霄垂,酬孝 甫见赠十首 其四,碧霄 朝日 宫花 拂面
43061,Ming,张元凯,亭障巉岩照夕烽|盛秋都护肃临戎|渔阳塞外严凝气|一片阴山积雪中,军中乐二十首有序 其二 乘障,塞外 积雪 渔阳 巉岩
43078,Ming,释函是,将军解甲慕空门|千里携家向故园|绣佛堂前须记忆|拈香择火总承恩,送萧参戎柔以解职还里四首 其一,承恩 将军 空门 携家
43086,Song,徐玑,西桥西岸柳成丝|春去春来岁岁同|偶被东风吹落絮|又随流水过桥东,古陵桥,成丝 流水 东风 过桥
43170,Ming,沈鍊,与君同作逐臣行|宣室终当召贾生|我似夜郎流李白|何时吹笛过江城,寄张有功十六首 其七,宣室 逐臣 江城 吹笛
43199,Song,任希夷,新青染遍金堤柳|废绿羞开玉树花|今代离宫呈气象|六朝荒址满桑麻,行宫口号二首 其二,玉树 桑麻 气象 离宫
43201,Ming,边贡,门巷沈沈草径纡|绿槐深护野人居|鸟声不断日亭午|时有小童来捕鱼,题贾园四首 其二,鸟声 门巷 野人 沈沈
43207,Song,陈造,高文鲠论博艰危|凛凛声名百世垂|得意王公莽枯冢|谁令圣主想同时,东坡二首 其二,声名 圣主 凛凛 艰危
43221,Song,邹浩,解船东下出都门|倏已弥年讵可论|圣主只应怜旧物|归欤朝夕被深恩,追思去岁今日出京有作,圣主 东下 朝夕 旧物
43236,Tang,杜牧,楚江寒食橘花时|野渡临风驻彩旗|草色连云人去住|水纹如縠燕差池,江上偶见绝句,寒食 人去 楚江 草色
43238,Yuan,李孝光,二十四番花信老|溪头红减绿初肥|东君也是多情思|尽日扶持柳絮飞,舟过吴江二首 其二,多情 柳絮 东君 溪头
43249,Yuan,许有壬,野人饮具谢玻璃|自有天然软玉卮|荡漾翠涛擎不定|有人谋笑任淋漓,作乐导水 其五 荷觞酌酒,玻璃 荡漾 野人 淋漓
43307,Song,阮阅,雕甍画栋对群山|远目增明尽日看|无奈人心多险伪|须求拳石作峰峦,郴江百咏 其十五 真仙亭,峰峦 人心 画栋 群山
43315,Ming,杨慎,六齿琼头饮百瓯|水楼寒榻话绸缪|只须棋局销长夜|何用埋忧与寄愁,丘鸿夫苏时霖杨元达联席同宿广心楼枕上口占,销 棋局 长夜 话
43377,Yuan,张昱,𫛤鹅风起白毰毸|秋夏跟随驾往回|圣主已开三面网|登盘玉食自天来,辇下曲一百二首，有序 其九十四,驾 风起 圣主 玉食
43394,Tang,杜牧,故国池塘倚御渠|江城三诏换鱼书|贾生辞赋恨流落|秪向长沙住岁馀,朱坡绝句三首 其一,江城 流落 池塘 长沙
43452,Ming,顾璘,二月雪花飞楚关|浑如李白对燕山|祗愁晓日融城湿|讵惜飞花罥鬓斑,湘南二月大雪戏作春雪歌 其二,飞花 燕山 晓日 雪花
43466,Song,吕本中,日数归期似有期|故园无语说相思|芭蕉叶上三更雨|正是愁人睡觉时,听雨,愁人 睡觉 归期 芭蕉
43481,Tang,崔素娥,妾闭闲房君路岐|妾心君恨两依依|神魂倘遇巫娥伴|犹逐朝云暮雨归,别韦洵美诗,伴 朝云 路岐 暮雨
43557,Song,韦骧,远想阴云锁碧山|坐听檐溜响潺潺|却惊漏泄洪钧妙|变化风雷顷刻间,和答代简二绝 其一,碧山 变化 潺潺 风雷
43710,Song,陈宓,谩自尘劳鬓欲华|故园空锁未开花|年年饱看春来去|输与西湖处士家,赋梅堂闲吟 其四,西湖 尘劳 开花 年年
43721,Ming,史谨,鼋鼍出没吼烟涛|墨色江云不断飘|乔口橘州何处是|满汀芦荻夜萧萧,题潇湘八景 其四 潇湘夜雨,出没 江云 萧萧 芦荻
43732,Tang,卢仝,相逢之处花茸茸|石壁攒峰千万重|他日期君何处好|寒流石上一株松,喜逢郑三游山,茸茸 他日 石壁 寒流
43758,Song,赵祺,新凉灯火又相亲|遍阅群书不厌勤|缓视微吟真乐处|那知宫漏夜将分,新凉,新凉 灯火 真乐 微吟
43811,Song,魏了翁,河神不恤吾民勤|涛头射山危欲倾|似闻凌云滩头水|前日肉薄几危城,次韵李参政 秋怀十绝 其七,凌云 勤 吾民 滩头
44106,Ming,陈昌,小桃花谢又花开|闲却当初玉镜台|为问白头花底鸟|刘郎去后几时来,桃花白头公,白头 小桃 刘郎 镜台
44125,Tang,白居易,黄昏独立佛堂前|满地槐花满树蝉|大抵四时心总苦|就中肠断是秋天,暮立,满树 秋天 肠断 黄昏
44139,Yuan,吾丘衍,竹树吹凉满槛前|南风收雨淡无烟|晴云一片看如雪|我欲呼来直上天,初夏,南风 竹树 晴云 我欲
44163,Song,释子温,曾向流沙取梵书|草龙珠帐满征途|轻句短策难将带|记得西风月上初,题画葡萄,征途 难将 西风 流沙
44211,Tang,张祜,清昼房廊山半开|一瓶新汲洒莓苔|古松百尺始生叶|飒飒风声天上来,题胜上人山房,莓苔 飒飒 风声 清昼
44221,Song,葛胜仲,碧润那忧盛夏无|骈头聊取供斋枝|辟疆园暗新苍玉|未害青柯贯四时,蒙文中县丞以诗送苦笋走笔六首为谢 其六,苍玉 辟疆 新 枝
44232,Yuan,曹伯启,三年客里过重阳|底事匆匆马足忙|不是不归归未得|故园松菊正荒凉,九日赠史同知二首 其一,重阳 荒凉 匆匆 马足
44430,Tang,岑参,故园东望路漫漫|双袖龙钟泪不乾|马上相逢无纸笔|凭君传语报平安,逢入京使,平安 东望 传语 龙钟
44465,Tang,周昙,榜悬金价鬻官荣|千万为公五百卿|公瑾孔明穷退者|安知高卧遇雄英,后汉门 灵帝,孔明 高卧 穷 安知
44505,Ming,玄默,寒云漠漠月初弯|村舍无人户早关|十二楼中愁积雪|不知人在贺兰山,泥沟驿,寒云 积雪 楼中 漠漠
44519,Ming,盛镛,章台自有路旁情|可恨年年赠远行|记得昔时攀折处|新稊重向旧痕生,和友人新柳词六首 其五,旧痕 攀折 章台 年年
44528,Jin,王特起,鸟语留春春巳回|落花随意卧苍苔|清明寒食因循过|萱草蔷薇次第开,绝句二首 其二,寒食 落花 苍苔 清明
44547,Song,方回,野桃篱落鹊双鸣|春晓微寒放嫩晴|汛扫松楸家已近|犹馀七日是清明,舟行青溪道中入歙十二首 其八,春晓 松楸 篱落 清明
44554,Ming,陆圣姬,绿野堂西百尺楼|梧桐摇月一天秋|夜深独坐清如许|空翠满身凉月流,西楼梧月,夜深 绿野 梧桐 空翠
44562,Song,沈辽,日落沙头山已昏|饥乌投暝下前村|谁云野客无多事|步出林间自掩门,日落,日落 野客 多事 沙头
44608,Ming,符锡,记得江城厄运丁|青天杀气昼冥冥|欣逢尧历犹洪水|要与东南洗秽腥,大水遣闷绝句四首 其四,青天 江城 冥冥 东南
44647,ming,唐寅,故园三径吐幽丛|一夜玄霜坠碧空|多少天涯未归客|尽借篱落看秋风,菊花,秋风 天涯 篱落 碧空
44672,Song,胡寅,虏马超江又饮湖|湖中今有卧龙无|青蛇袖手将何用|漫说飞仙胆气粗,岳阳楼杂咏十二绝 其五,飞仙 湖中 卧龙 袖手
44721,Song,方岳,团蒲曲几雪鬅鬙|寒入青灯澹似僧|只有梅花一林月|酒杯诗笔已无能,元夕 其一,青灯 诗笔 梅花 酒杯
44734,Song,方回,秋光一片冷于冰|山寺云深隐几僧|画出江村太平意|渔樵无事岁丰登,题王起宗小横披水墨作工密势,江村 秋光 渔樵 山寺
44764,Ming,陈邦彦,同舟端不负前期|沙际停桡坐语迟|想见故园瓜果熟|夜凉如水度秋嬉,西南七夕 其二,夜凉 停桡 想见 沙际
44835,Song,释德洪,蔡家兄弟好儿郎|骨秀同熏知见香|好在绿杨堤上路|幅巾来往自相羊,余将经行他山德庄自邑中驰书作诗见留是夕胡彦通亦会二君手 谈达旦不寐明日霜重共读蔡德符兄弟所寄诗有怀其人五首 其五,儿郎 幅巾 绿杨 兄弟
44906,Ming,江源,玉阶辞后隔关山|镜里流光似转环|又是困人时节至|龙盘慵整凤笙闲,拟唐人四时宫词二十首次官汝清韵 其八,玉阶 关山 流光 凤笙
